RegDate,first_Name,last_Name,Email_Address,HomePhone,Street,City,State,Zipcode
2/1/2009 22:13:00,melissa,bowling,yim138@jumpstartlab.com,6312236000,736 22nd Street rm 205,washington dc,dc,20052
2/1/2009 22:49:00,nicole,porter,iqryars11@jumpstartlab.com,5105080000,1608 Rhode Island Ave. NW #708,washington,dc,20036
2/1/2009 22:53:00,jafar,cotton,hroon-van-diest.4@jumpstartlab.com,5408883000,1616 P. Street NW Suite 340,washington,dc,20036
2/1/2009 22:58:00,nicole,six,un404607@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:01:00,aidan,o'neill,uhham.christie@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:05:00,k,rempel,ry5309a@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:07:00,katelyn,mohammed,vxpl3@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:10:00,amanda,johnson,vqhndoe@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:13:00,b,liakos,urviroaction@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:16:00,emily,hoepfinger,buifkin@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:18:00,kyle,hoyles,kehndoe12@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:20:00,ralph,locascio,eey.mehulebrun@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:24:00,samuel,lambert-williams,emapman.elisabeth@jumpstartlab.com,5408883000,1616 P. street NW suite 340,washington,dc,20036
2/1/2009 23:26:00,laura,bennett,sqerson1@jumpstartlab.com,5408883000,1616 P Street NW Suite 340,washington,dc,20036
2/1/2009 23:30:00,caitlin,easter,ghel@jumpstartlab.com,3105698000,321 South Carolina Ave SE,washington,dc,20003
2/1/2009 23:30:00,torsten,weber-shirk,ggd2543@jumpstartlab.com,5408883000,1616 P Street NW Suite 340,washington,dc,20036
2/1/2009 23:31:00,mrinalini,billman,ihnwaax07@jumpstartlab.com,5408883000,1616 P Street NW Suite 340,washington,dc,20036
2/1/2009 23:34:00,tom,pomeroy,gkackwella2@jumpstartlab.com,5408883000,1616 P Street NW Suite 340,washington,dc,20036
2/2/2009 0:44:00,abby,peterson,jweise@jumpstartlab.com,3236870000,"1608 Rhode Island Ave, NW",washington,dc,20036
2/2/2009 0:50:00,kate,scholnick,xrvanals@jumpstartlab.com,3236870000,"1608 Rhode Island Ave, NW",washington,dc,20036
2/2/2009 0:52:00,michelle,rudderman,fwchtywr@jumpstartlab.com,8473478000,Georgetown University Kennedy K-227,washington,dc,20057
2/2/2009 0:55:00,bryce,lupolt,qclese_11@jumpstartlab.com,8314197000,"1608 Rhode Island Ave, NW Apt 908",washington,dc,20036
2/2/2009 10:07:00,simone,sosin,kferriam@jumpstartlab.com,2024818000,1333 H St. NW 1st Floor,washington,dc,20005
2/2/2009 10:38:00,allison,coronado,beblaaron01@jumpstartlab.com,8054481000,"2100 I Street, NW, GW University – Lafayette Hall #403",washington,dc,20052
2/2/2009 10:45:00,anika,roux,clanessaj@jumpstartlab.com,7735692000,215 Pennsylvania Ave. SE 3rd FL,washington,dc,20003
2/2/2009 12:34:00,greg,saunders,jyukhov@jumpstartlab.com,2406455000,"3000 Cathedral Ave, NW",washington,dc,20008
